Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,averageDailyVolume10Day,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,marketCap,industry,sector,exchange,Symbol
2024-01-02 00:00:00-05:00,213.02999877929688,213.91000366210935,204.55999755859372,206.7700042724609,377600,0.0,0.0,394184.0,466570.0,312.6,140.81,209.7758,212.68495,13019494400.0,Software - Application,Technology,NMS,MANH
2024-01-03 00:00:00-05:00,205.0399932861328,206.8699951171875,202.22000122070312,204.44000244140625,403300,0.0,0.0,394184.0,466570.0,312.6,140.81,209.7758,212.68495,13019494400.0,Software - Application,Technology,NMS,MANH
2024-01-04 00:00:00-05:00,205.1199951171875,206.27999877929688,200.08999633789065,200.57000732421875,376800,0.0,0.0,394184.0,466570.0,312.6,140.81,209.7758,212.68495,13019494400.0,Software - Application,Technology,NMS,MANH
2024-01-05 00:00:00-05:00,199.72999572753903,202.27999877929688,199.22999572753903,199.3699951171875,627500,0.0,0.0,394184.0,466570.0,312.6,140.81,209.7758,212.68495,13019494400.0,Software - Application,Technology,NMS,MANH
2024-01-08 00:00:00-05:00,200.52999877929688,202.9600067138672,199.6199951171875,202.25,302300,0.0,0.0,394184.0,466570.0,312.6,140.81,209.7758,212.68495,13019494400.0,Software - Application,Technology,NMS,MANH
2024-01-09 00:00:00-05:00,199.83999633789065,204.3699951171875,199.83999633789065,204.00999450683597,319100,0.0,0.0,394184.0,466570.0,312.6,140.81,209.7758,212.68495,13019494400.0,Software - Application,Technology,NMS,MANH
2024-01-10 00:00:00-05:00,204.5399932861328,207.2100067138672,203.9499969482422,207.08999633789065,254700,0.0,0.0,394184.0,466570.0,312.6,140.81,209.7758,212.68495,13019494400.0,Software - Application,Technology,NMS,MANH
2024-01-11 00:00:00-05:00,207.94000244140625,208.6199951171875,205.47000122070312,207.1000061035156,256800,0.0,0.0,394184.0,466570.0,312.6,140.81,209.7758,212.68495,13019494400.0,Software - Application,Technology,NMS,MANH
2024-01-12 00:00:00-05:00,208.38999938964844,213.69000244140625,207.8300018310547,210.6000061035156,222900,0.0,0.0,394184.0,466570.0,312.6,140.81,209.7758,212.68495,13019494400.0,Software - Application,Technology,NMS,MANH
2024-01-16 00:00:00-05:00,212.0,218.0500030517578,211.8699951171875,216.2400054931641,427400,0.0,0.0,394184.0,466570.0,312.6,140.81,209.7758,212.68495,13019494400.0,Software - Application,Technology,NMS,MANH
2024-01-17 00:00:00-05:00,214.9900054931641,216.8500061035156,213.25,216.55999755859372,254400,0.0,0.0,394184.0,466570.0,312.6,140.81,209.7758,212.68495,13019494400.0,Software - Application,Technology,NMS,MANH
2024-01-18 00:00:00-05:00,217.72999572753903,218.69000244140625,215.5200042724609,217.57000732421875,295100,0.0,0.0,394184.0,466570.0,312.6,140.81,209.7758,212.68495,13019494400.0,Software - Application,Technology,NMS,MANH
2024-01-19 00:00:00-05:00,219.38999938964844,221.47999572753903,217.80999755859372,221.41000366210935,258500,0.0,0.0,394184.0,466570.0,312.6,140.81,209.7758,212.68495,13019494400.0,Software - Application,Technology,NMS,MANH
2024-01-22 00:00:00-05:00,224.00999450683597,225.58999633789065,222.97000122070312,224.38999938964844,237400,0.0,0.0,394184.0,466570.0,312.6,140.81,209.7758,212.68495,13019494400.0,Software - Application,Technology,NMS,MANH
2024-01-23 00:00:00-05:00,224.58999633789065,224.63999938964844,222.2899932861328,222.7700042724609,244100,0.0,0.0,394184.0,466570.0,312.6,140.81,209.7758,212.68495,13019494400.0,Software - Application,Technology,NMS,MANH
2024-01-24 00:00:00-05:00,224.9199981689453,225.6699981689453,221.1100006103516,221.1499938964844,332300,0.0,0.0,394184.0,466570.0,312.6,140.81,209.7758,212.68495,13019494400.0,Software - Application,Technology,NMS,MANH
2024-01-25 00:00:00-05:00,222.8800048828125,224.50999450683597,217.5500030517578,218.27999877929688,293500,0.0,0.0,394184.0,466570.0,312.6,140.81,209.7758,212.68495,13019494400.0,Software - Application,Technology,NMS,MANH
2024-01-26 00:00:00-05:00,218.47000122070312,221.27999877929688,216.66000366210935,219.75999450683597,463600,0.0,0.0,394184.0,466570.0,312.6,140.81,209.7758,212.68495,13019494400.0,Software - Application,Technology,NMS,MANH
2024-01-29 00:00:00-05:00,219.3800048828125,226.1199951171875,219.3800048828125,225.9199981689453,585000,0.0,0.0,394184.0,466570.0,312.6,140.81,209.7758,212.68495,13019494400.0,Software - Application,Technology,NMS,MANH
2024-01-30 00:00:00-05:00,225.3699951171875,227.83999633789065,223.38999938964844,223.77999877929688,517300,0.0,0.0,394184.0,466570.0,312.6,140.81,209.7758,212.68495,13019494400.0,Software - Application,Technology,NMS,MANH
2024-01-31 00:00:00-05:00,255.6499938964844,258.9100036621094,232.0,242.55999755859372,1063800,0.0,0.0,394184.0,466570.0,312.6,140.81,209.7758,212.68495,13019494400.0,Software - Application,Technology,NMS,MANH
2024-02-01 00:00:00-05:00,243.0800018310547,249.25999450683597,241.9600067138672,249.07000732421875,562800,0.0,0.0,394184.0,466570.0,312.6,140.81,209.7758,212.68495,13019494400.0,Software - Application,Technology,NMS,MANH
2024-02-02 00:00:00-05:00,249.0,252.66000366210935,248.4199981689453,250.55999755859372,378900,0.0,0.0,394184.0,466570.0,312.6,140.81,209.7758,212.68495,13019494400.0,Software - Application,Technology,NMS,MANH
2024-02-05 00:00:00-05:00,250.4499969482422,252.0,245.1000061035156,249.1499938964844,273100,0.0,0.0,394184.0,466570.0,312.6,140.81,209.7758,212.68495,13019494400.0,Software - Application,Technology,NMS,MANH
2024-02-06 00:00:00-05:00,250.2899932861328,250.83999633789065,243.80999755859372,247.5200042724609,287700,0.0,0.0,394184.0,466570.0,312.6,140.81,209.7758,212.68495,13019494400.0,Software - Application,Technology,NMS,MANH
